"","ensembl.id","Symbol","moduleColor","GS.AUC.urea","GS.creat.D2","GS.mIGF1","GS.hIGF1","p.GS.AUC.urea","p.GS.creat.D2","p.GS.mIGF1","p.GS.hIGF1","MM.violet","p.MM.violet","MM.black","p.MM.black","MM.darkgrey","p.MM.darkgrey","MM.darkmagenta","p.MM.darkmagenta","MM.turquoise","p.MM.turquoise","MM.brown","p.MM.brown","MM.darkred","p.MM.darkred","MM.darkorange","p.MM.darkorange","MM.saddlebrown","p.MM.saddlebrown","MM.paleturquoise","p.MM.paleturquoise","MM.skyblue3","p.MM.skyblue3","MM.steelblue","p.MM.steelblue","MM.pink","p.MM.pink","MM.orangered4","p.MM.orangered4"
"ENSMUSG00000030759","ENSMUSG00000030759","Far1","steelblue",0.205106825753681,-0.0342879548099107,0.717611409148619,-0.403172024482608,0.414238735638269,0.892559083503778,0.000799557357283051,0.0971149692015505,-0.509633014989119,0.0307375485866573,0.637456448023467,0.00443094775296801,-0.0145018399235848,0.954456267233135,0.11437445199414,0.651340274205549,0.27372113542869,0.27172921418521,-0.194072464374821,0.44032233482059,-0.228206661643709,0.362405213565588,0.0824937020061656,0.744863199829663,0.27063087005587,0.277394596978841,-0.0425755566420894,0.866787751217092,-0.118680217352713,0.639046016245909,0.753657091438475,0.000304035277149568,-0.378577451115108,0.12133812373104,-0.726797041429612,0.00063377465947452
"ENSMUSG00000095315","ENSMUSG00000095315","Gm10130","steelblue",-0.0373114475974828,-0.145700761927762,0.541824315509036,-0.398738913194296,0.883143948437094,0.56402689203161,0.020198923857257,0.101199282117827,-0.205715288843468,0.412824907539988,0.353266573114325,0.150422918879062,0.161659545341819,0.521612708665146,-0.119881327885738,0.635632225352465,-0.122905945940168,0.627066695544068,0.272695689326053,0.273601176784544,-0.379360934510819,0.120506508301703,-0.364291906772871,0.13721808335848,0.627222440799081,0.00533329993066902,-0.149060042928068,0.55497577963,0.262439667089867,0.292759875772153,0.697394890270306,0.00129453384622457,-0.655249297498685,0.0031598977448637,-0.272918284140824,0.273194153383081
"ENSMUSG00000027506","ENSMUSG00000027506","Tpd52","steelblue",-0.0120444027075497,-0.195139178896703,0.371761858165052,-0.389669628835665,0.962168211294867,0.437764347197822,0.128743791493197,0.109936833168612,-0.223725143180198,0.372162100602294,0.349127036618031,0.155598925821053,0.256876322639225,0.303483675705565,-0.200638655266249,0.424699831577881,-0.157948561094665,0.531341562649578,0.29144156701348,0.240633571084793,-0.515382708806679,0.0285968411858586,-0.444551384126209,0.0645445591377398,0.744158151156231,0.000398189922670656,-0.309240797268995,0.211777184020698,0.258632314398001,0.300073745998132,0.725423980383094,0.000656548102577087,-0.688682493874298,0.00157506628220316,-0.301540042679731,0.223970563586417
"ENSMUSG00000039193","ENSMUSG00000039193","Nlrc4","steelblue",0.0840405424501946,-0.0205076774882247,0.54255994161078,-0.378712219979925,0.740233933740984,0.935626220151343,0.0199967948377065,0.121194788038495,-0.139132101644094,0.581907952038525,0.270630146738836,0.277395931469066,0.15210433608192,0.546829179369219,-0.083697561952735,0.741259653187867,-0.21591682177537,0.389508226645278,0.35422036169158,0.149247317342818,-0.412280022458054,0.0890988871446266,-0.410839540450395,0.0903335225312181,0.668445711802325,0.00242495032945044,-0.450460744212844,0.0606593304885948,0.352505711836883,0.151365281037678,0.745898267477597,0.000379315091869216,-0.698012287733192,0.00127634314680057,-0.336744999772669,0.171805004757486
"ENSMUSG00000007415","ENSMUSG00000007415","Gatad1","steelblue",0.313777351398225,0.0469429654990048,0.718671029541191,-0.371037422163783,0.204800757711132,0.853256399513968,0.000778759968720204,0.129549150204744,-0.384440257312589,0.115212576492483,0.520591826539189,0.0267590287263055,-0.13541057924479,0.592143349849007,0.196193158915242,0.435244496766893,0.204092914821937,0.416600396660942,-0.101816141256675,0.687680204743681,-0.309937787478098,0.210695392060082,0.138352034584473,0.584047197477604,0.2559283677846,0.305334109129857,0.0180745703732562,0.943251341723911,-0.173345237209936,0.491528736345923,0.828958308095646,2.12121968296572e-05,-0.350203429289144,0.15424145411794,-0.7543074376908,0.000298342709272678
"ENSMUSG00000058258","ENSMUSG00000058258","Idi1","steelblue",0.227883315601228,0.0202079242632249,0.702619967294136,-0.370768261166202,0.363104298617405,0.936565342674027,0.00114717258909093,0.129849274773074,-0.21974388626556,0.380951708399972,0.371976521466299,0.128505824891953,-0.0337765953051928,0.8941528395284,0.092846576840949,0.714045628531532,-0.0885906476115002,0.726666403109822,0.22971955139477,0.359144416982457,-0.398234154879788,0.101672027918459,-0.199173481002582,0.428160222632839,0.539050654869635,0.0209755348407272,-0.214490181999937,0.392724664639355,0.178118867505767,0.479486667873232,0.905807601036651,2.31035094917341e-07,-0.640293956411552,0.0042041685641627,-0.604369045535855,0.00789280921970508
"ENSMUSG00000038206","ENSMUSG00000038206","Fbxo8","steelblue",0.0188464578837714,-0.126107220946762,0.464917503467402,-0.361738344807785,0.940831782473561,0.618050077904499,0.0518927928640478,0.140201920588081,-0.225671100623114,0.367907578477122,0.374995682356867,0.125191521634863,0.266476743804533,0.285123839089858,-0.173083672752204,0.492192768760907,-0.219325218745819,0.381882649882581,0.373690197723005,0.126617165667901,-0.507411136868372,0.0315972230019164,-0.51073149242797,0.0303192771384477,0.833945252255146,1.70221530350579e-05,-0.288219489642521,0.246111512826273,0.376108740879888,0.123984960221997,0.77596641398761,0.000153612357575808,-0.8375707068531,1.44400421248646e-05,-0.232617096338701,0.352945883313446
"ENSMUSG00000013997","ENSMUSG00000013997","Nit1","steelblue",0.168397810336959,-0.0596203234679321,0.664166330393493,-0.35853375007897,0.504161879732334,0.81421142796272,0.00264595076385904,0.144009807445238,-0.233372001301905,0.351341056833542,0.367309459981483,0.133749377472777,0.0844302945007513,0.739068845010479,-0.0161995667341653,0.949130658932769,-0.0702393149503303,0.78181993166956,0.226335805871396,0.366460597970422,-0.325992441347576,0.186772236400752,-0.274779224069836,0.26980598019021,0.558417841837818,0.0160128510435678,-0.189821551056628,0.450592461741525,0.228553208558972,0.361656812824473,0.847588317071195,8.97144107866661e-06,-0.605914845125589,0.00769325607724407,-0.451625487974285,0.0599146332359969
"ENSMUSG00000081143","ENSMUSG00000081143",NA,"steelblue",0.66886373953799,0.652794228749456,0.284070501012975,0.357467829549742,0.00240420333265748,0.00331493409201196,0.253280548839146,0.14529209460074,0.448003116978331,0.0622533184905124,-0.271790052218885,0.275261024557596,-0.65707591316948,0.00304845024402166,0.707149980200436,0.00103096486918328,-0.524954187600264,0.0252918443236633,0.446670895261688,0.0631303326313659,-0.791183132938724,9.21689217731772e-05,0.245548468917434,0.326035795569495,0.224803613431777,0.369800810800805,0.0370821052738692,0.883857612210837,-0.229829820596469,0.358907401788263,0.716176381582029,0.000828460177544278,-0.461540373089341,0.0538493135259729,-0.533122232957102,0.0227140349045521
"ENSMUSG00000031985","ENSMUSG00000031985","Gnpat","steelblue",0.178828253610835,-0.0314546001719482,0.443312855145083,-0.356145630847985,0.477709653600346,0.901394578803866,0.0653817950036208,0.146893613508427,-0.180711815232245,0.47300715340066,0.302139835012118,0.223004940427597,0.0912398539344989,0.718802199872786,-0.0196483528545076,0.938318684102512,-0.124639628385418,0.62217731029461,0.232205164579388,0.353823356441352,-0.475726837516878,0.0459897061005884,-0.247587674896158,0.321905324536051,0.603253380820498,0.00803941233345919,-0.252702405901307,0.311681728427282,0.153136198043086,0.544080081033057,0.771458350639956,0.000177393528439409,-0.579374336825087,0.0117416550650776,-0.471344363300818,0.0483181240719485
