"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"1","ENSMUSG00000033007",2.40213240921405,3.0299367739344,1.18129338892958,2.56493162691781,0.010319613807635,0.0421297505204395,"Asic4"
"2","ENSMUSG00000103928",17.2827316509606,-1.36834563194816,0.438729892558061,-3.11887941797145,0.00181540239436647,0.0119342513362689,NA
"3","ENSMUSG00000100551",44.2111757421252,1.3173970439909,0.525415316362385,2.50734419603839,0.0121642195543007,0.047243603959847,NA
"4","ENSMUSG00000101746",25.2872853610511,2.29217582073125,0.42939454169729,5.33815779695485,9.38957238633952e-08,4.75135836679746e-06,"2310043L19Rik"
"5","ENSMUSG00000012187",2458.61801518965,1.5524347426899,0.26620441850936,5.83173920020909,5.48526064644728e-09,4.2215650473285e-07,"Mogat1"
"6","ENSMUSG00000047330",68.7074867075736,1.28609836115562,0.197625710750113,6.50774818860398,7.628565133303e-11,1.0433093706972e-08,"Kcne4"
"7","ENSMUSG00000026043",987.316859959716,2.14865525156175,0.18408533784712,11.672060777302,1.77080992155158e-31,5.97382727035427e-28,"Col3a1"
"8","ENSMUSG00000084817",7160.37976791759,1.6312573916046,0.353293293405699,4.61728943643254,3.88784840876114e-06,0.000108096070936448,NA
"9","ENSMUSG00000104520",92.8043446528769,1.21283804558765,0.427024423543023,2.84020767600299,0.00450841725145689,0.0232733674028919,NA
"10","ENSMUSG00000038496",193.175554130221,-1.15796267085847,0.197143629402785,-5.87370068394468,4.26172554341145e-09,3.45046346896764e-07,"Slc19a3"
"11","ENSMUSG00000053963",7.82763010286288,1.23108341999185,0.437381038564741,2.81467030219608,0.00488272988743983,0.0245482701568976,"Stum"
"12","ENSMUSG00000005886",418.438391997816,-1.09101210389367,0.35739187002593,-3.05270543455427,0.00226788437903954,0.0140594939406246,"Ncoa2"
"13","ENSMUSG00000078193",8012.19843117982,1.48977908232011,0.540091211141,2.7583842350865,0.00580878755940199,0.0279343475860907,"Rpl35rt"
"14","ENSMUSG00000073633",859.826897065762,1.23525531862135,0.304992528229059,4.05011665627963,5.1192106641923e-05,0.000824327311487003,"Fbxo36"
"15","ENSMUSG00000026220",431.51419364498,-2.49288786488632,0.25613221445309,-9.73281658540802,2.18458645155972e-22,2.21091071830101e-19,"Slc16a14"
"16","ENSMUSG00000064281",164.517088236593,1.02326508159687,0.353902911407838,2.8913723188269,0.00383563414522188,0.0206646448585137,"Rpl19-ps1"
"17","ENSMUSG00000026228",9.85646822253536,1.82681395078808,0.675047672912172,2.7061999086778,0.00680580626161926,0.0312869235842461,"Htr2b"
"18","ENSMUSG00000026348",2425.07827675246,1.51184993608005,0.235306808257996,6.42501569449883,1.31855912444083e-10,1.69993345463738e-08,"Acmsd"
"19","ENSMUSG00000073627",20.496692623019,1.03951998099152,0.411732215999893,2.52474773796128,0.0115781366314959,0.04564726598327,NA
"20","ENSMUSG00000025931",20.32487033942,-1.1777820586722,0.3796208808125,-3.10252180056958,0.00191879414730577,0.0124362191276388,"Paqr8"
"21","ENSMUSG00000087632",2.77629817387574,3.06209116375414,1.22879102804136,2.49195436317189,0.0127042359737569,0.0486835366044705,NA
"22","ENSMUSG00000025934",3102.36394453305,1.2139073753188,0.296235925031497,4.09777232518215,4.17145270804336e-05,0.000703619785529213,"Gsta3"
"23","ENSMUSG00000058603",7406.63973143794,1.05746778349614,0.234985647706619,4.50013774805684,6.79094415541281e-06,0.00016681492797295,"Rpl28-ps1"
"24","ENSMUSG00000097649",9.29167353725772,1.58617276659817,0.569885506617859,2.7833183125006,0.00538059887797458,0.0264341509439523,NA
"25","ENSMUSG00000102145",159.034044797988,1.4369157808477,0.432469388080061,3.32258379541466,0.000891878790455882,0.00714951231588812,NA
"26","ENSMUSG00000038331",141.142852196868,-1.08655436268804,0.365889914399571,-2.96962097047983,0.00298167389640946,0.017126010595126,"Satb2"
"27","ENSMUSG00000026417",2398.4777548033,-1.18223104792661,0.252033579435893,-4.69076799437878,2.72181464359667e-06,8.1137334611252e-05,"Pigr"
"28","ENSMUSG00000026725",135.957505181044,1.22198050066485,0.292528054868679,4.17731045049137,2.94976297876559e-05,0.000541798116635156,"Tnn"
"29","ENSMUSG00000026715",82.8245822267485,3.3916183115755,0.283337081275053,11.9702592273231,5.08694437528827e-33,2.57412102750525e-29,"Serpinc1"
"30","ENSMUSG00000037624",43.916779886002,1.00647353167772,0.294704794025672,3.41519226046265,0.000637370058476453,0.00559783086300062,"Kcnk2"
"31","ENSMUSG00000026605",16.9289116488403,2.62127621393915,0.581448625637438,4.50818197577725,6.53854848973272e-06,0.000161595555531966,"Cenpf"
"32","ENSMUSG00000066595",149.524377310094,-1.04861920544177,0.189011279189521,-5.54791867415658,2.89090279817447e-08,1.77856424127202e-06,"Flvcr1"
"33","ENSMUSG00000079550",25.8401372755975,1.12038028793289,0.350361514314353,3.19778355258408,0.00138488184709285,0.00983266052213825,"Mpp4"
"34","ENSMUSG00000062510",10.0412204725028,1.08404125649084,0.429563176389452,2.52358981419773,0.0116163382836105,0.0457266245038041,"Nsl1"
"35","ENSMUSG00000037499",1997.75871166712,1.05121820486831,0.319913279947267,3.2859473824956,0.00101639994327772,0.00784329060308208,"Nenf"
"36","ENSMUSG00000101942",6.37419437018234,2.64411464306262,0.783314094998226,3.3755484038221,0.000736687319614948,0.00623903265118249,"Gm19582"
"37","ENSMUSG00000026697",26.6633560933866,1.28544593219489,0.423174918749013,3.03762315591604,0.00238451944885553,0.0145859952143502,"Myoc"
