"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000044876",1663.66479546694,1.00574264274378,0.161185996805757,6.23964030793434,4.38578210167128e-10,8.87726155199283e-08
"ENSMUSG00000109472",29.274438311374,-1.39573867937731,0.459997595611971,-3.03423038009678,0.0024115020055546,0.0184262786313442
"ENSMUSG00000030825",140.512781159829,1.26954509691194,0.248816530564169,5.10233421402253,3.35489602035182e-07,2.00349847020501e-05
"ENSMUSG00000006651",166.866481938228,1.01296460024761,0.231969273205915,4.36680507831061,1.26077145935228e-05,0.000335904286988718
"ENSMUSG00000035314",145.925729030981,1.00736828598769,0.260894631591277,3.86120741482275,0.000112828068865669,0.00181726463640857
"ENSMUSG00000002266",44.9901782142012,-1.7262490424862,0.404676216915029,-4.26575363298077,1.99228535279196e-05,0.00047709074531273
"ENSMUSG00000002265",344.142014112294,-1.39915374994418,0.350789721947171,-3.98858251084931,6.64692837690915e-05,0.00119185773394074
"ENSMUSG00000109509",263.704301458621,-1.91845273676131,0.725868047997637,-2.64297724917568,0.00821805570696706,0.0451647204900137
"ENSMUSG00000108738",7.46069413422378,-1.79937144791175,0.66844630810033,-2.69187132325619,0.00710523533803505,0.0406148174180083
"ENSMUSG00000098900",6.99519125871713,-2.83933120666778,0.862958858615361,-3.29022777658666,0.00100106312234881,0.00954878353414811
"ENSMUSG00000082988",85.7230885301857,-1.46410831293975,0.45636095928923,-3.20822428636329,0.00133557298650704,0.011888009155624
"ENSMUSG00000030660",239.22314031735,-1.61909589634668,0.423668281069254,-3.82161225820447,0.000132582036307502,0.00203148599311139
"ENSMUSG00000085095",10.5442346286841,-1.54095857498103,0.541295801286322,-2.84679572854461,0.00441616897843076,0.0287605136075988
"ENSMUSG00000036835",136.52340275085,1.02982375945727,0.27983335995435,3.68013220305566,0.000233113066208144,0.00314982748539322
"ENSMUSG00000108823",7.21609877671804,2.20409695754498,0.648528142062958,3.39861420744794,0.000677281788890835,0.00709935820245437
"ENSMUSG00000030732",6.53650244145059,2.90583145657003,0.760618006258184,3.82035585886942,0.000133259265983863,0.00203723625587566
"ENSMUSG00000003378",512.640525632815,1.1582667125583,0.272000887058504,4.25831961463114,2.05969324366966e-05,0.000487870350855831
"ENSMUSG00000030393",14.6375746674093,-1.64943809160561,0.565185199708174,-2.91840283938305,0.00351829500218876,0.0243382806354418
"ENSMUSG00000040212",238.138133556727,1.27219737866925,0.347751812225911,3.65834866690152,0.000253845557709875,0.00336923798924956
"ENSMUSG00000066807",44.7234102042495,-2.14783488562848,0.407340188177844,-5.2728283335764,1.34337208434182e-07,9.5743642109728e-06
"ENSMUSG00000030862",96.8952851927687,1.73033314252022,0.329838269752093,5.2460047884096,1.55432863777683e-07,1.084867791629e-05
"ENSMUSG00000110060",24.6478055946013,-2.14327216209058,0.668576956768148,-3.20572245332983,0.00134723866334663,0.011965536544449
"ENSMUSG00000043843",4.59407156000373,2.67498078017163,0.88127764953541,3.03534394816642,0.00240261520473602,0.0183791891001745
"ENSMUSG00000003123",883.986864591639,1.32675429666631,0.399353353929611,3.32225655202626,0.000892925524610212,0.0087186230311796
"ENSMUSG00000108884",145.473200028168,-1.43278344416806,0.295765596367389,-4.8443208465271,1.27045492135285e-06,5.75285862709241e-05
"ENSMUSG00000054555",75.9255111524689,1.0825151870019,0.38154312668016,2.83720269428244,0.00455107097193248,0.0293451220330156
"ENSMUSG00000030935",3304.09932170106,-1.1026073937808,0.310244167567947,-3.55399878239229,0.000379420970167652,0.00453089077118787
"ENSMUSG00000031004",83.7790211281835,2.33696136905104,0.418845276937274,5.57953377471419,2.41164116275701e-08,2.46535498865478e-06
"ENSMUSG00000110126",21.8818559121889,1.58488262984387,0.410870786319398,3.85737483076209,0.000114611336997278,0.00183294988257568
"ENSMUSG00000036570",241.110705293088,1.12024450184168,0.275295509269507,4.06924364590703,4.71660039403755e-05,0.000917086537710989
"ENSMUSG00000091002",8.89853590929562,-2.64560117230364,0.853198503313219,-3.10080381298139,0.00192996114173883,0.0155766730267627
"ENSMUSG00000078636",5056.53032822555,1.06693556436895,0.184690159095033,5.77689450048042,7.60919629964207e-09,1.00665191046441e-06
"ENSMUSG00000063317",116.121706516165,-1.07552803059386,0.329855848095359,-3.26060015853632,0.00111176694114302,0.0103403221435337
"ENSMUSG00000066571",117.392316840836,-1.95096855102956,0.467562703992831,-4.17263510192095,3.0109695132415e-05,0.000655165585485108
"ENSMUSG00000108573",3.2780472574387,-4.06565610445415,1.49401584108911,-2.72129383948858,0.00650269315573663,0.0380297636998743
"ENSMUSG00000030867",25.4938112922204,1.52480259739664,0.41358145386753,3.68682537173205,0.000227069061624382,0.00308463414519404
"ENSMUSG00000030452",268.028833828072,-1.03792233661798,0.254894966877835,-4.07196089170106,4.66190080051093e-05,0.000907322443299439
"ENSMUSG00000054672",9.09280630105088,1.62057782953894,0.534570132743704,3.03155326172313,0.00243298992644575,0.0185344934517081
"ENSMUSG00000100826",35.6322878194644,-1.15483368881722,0.393125222934644,-2.93757210538794,0.00330793237858472,0.0233299700437201
"ENSMUSG00000073940",4934.69761060026,-1.28736174595288,0.417515235564026,-3.08338866775429,0.00204657670856584,0.0163218121190233
"ENSMUSG00000052305",10028.2797655817,-1.14405082703169,0.420593418909814,-2.72008732328027,0.00652646787344698,0.0381467618326423
"ENSMUSG00000074903",67.2476506301675,-1.50022419064125,0.390069676029608,-3.84604157367868,0.00012004140382281,0.00188645811706328
"ENSMUSG00000025497",5595.17205974918,1.15672542677441,0.15332290141836,7.54437475467636,4.54462548289858e-14,3.95135444094162e-11
"ENSMUSG00000086844",23.5149199170542,-1.82202113603373,0.64712143578233,-2.81557839886886,0.00486895155601431,0.0308265400204209
"ENSMUSG00000018819",297.520970982338,1.07906340611476,0.269483035135164,4.004197910171,6.22282534776559e-05,0.0011367888796401
"ENSMUSG00000030380",41.6898281245781,1.25160256774861,0.278993939484463,4.48612815769896,7.25291250073159e-06,0.00022009925326433
"ENSMUSG00000097309",30.5963298648152,-1.04692056809417,0.363487198433756,-2.88021303805275,0.00397406538856749,0.0266531005732255
