"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04914","mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","2/5","78/6064",0.00159299138746806,0.0461967502365739,0.0368903268676815,"268697/12428",2
